file,line,column,rule_id,severity,framework,snippet,confidence
tests/rule_coverage.js,21,1,NODE-CHILD-PROCESS-EXEC,CRITICAL,Node.js,"child_process.exec(""dir "" + userInput);",MEDIUM
tests/multilang_rule_coverage.py,13,1,PYTHON-EVAL-EXEC,HIGH,Python,eval(user_input),MEDIUM
tests/multilang_rule_coverage.go,13,5,GO-INSECURE-HASH,MEDIUM,Go,_ = md5.New(),MEDIUM
tests/multilang_rule_coverage.go,14,5,GO-INSECURE-HASH,MEDIUM,Go,_ = sha1.New(),MEDIUM
tests/multilang_rule_coverage.go,12,1,GO-OS-EXEC-SHELL,HIGH,Go,"exec.Command(""sh"", ""-c"", userInput)",MEDIUM
tests/multilang_rule_coverage.go,15,6,GO-TLS-INSECURE-SKIP-VERIFY,HIGH,Go,_ = &tls.Config{InsecureSkipVerify: true},MEDIUM
tests/multilang_rule_coverage.yaml,7,9,YAML-PRIVILEGED-CONTAINER,HIGH,YAML,privileged: true,MEDIUM
tests/multilang_rule_coverage.java,9,9,JAVA-INSECURE-HOSTNAME-VERIFIER,HIGH,Java,"conn.setHostnameVerifier((host, session) -> true);",MEDIUM
tests/advanced_rule_coverage.js,56,21,ANGULAR-BYPASS-SECURITY-RESOURCE-URL,HIGH,Angular,const resourceUrl = sanitizer.bypassSecurityTrustResourceUrl(userInput);,MEDIUM
tests/multilang_rule_coverage.py,17,1,PYTHON-INSECURE-HASHLIB,MEDIUM,Python,hashlib.md5(data).hexdigest(),MEDIUM
tests/multilang_rule_coverage.yaml,8,1,YAML-VERIFY-FALSE,HIGH,YAML,verify: false,MEDIUM
tests/multilang_rule_coverage.yaml,9,1,YAML-VERIFY-FALSE,HIGH,YAML,insecureSkipTlsVerify: false,MEDIUM
tests/multilang_rule_coverage.java,7,9,JAVA-INSECURE-MESSAGE-DIGEST,MEDIUM,Java,"MessageDigest.getInstance(""MD5"");",MEDIUM
tests/multilang_rule_coverage.rs,6,13,RUST-COMMAND-SHELL,HIGH,Rust,"let _ = Command::new(""sh"").arg(""-c"").arg(user_input).status();",MEDIUM
tests/rule_coverage.js,14,1,JS-EVAL-EXEC,HIGH,JavaScript,eval(userInput);,HIGH
tests/multilang_rule_coverage.py,15,1,PYTHON-PICKLE-LOADS,HIGH,Python,pickle.loads(blob),MEDIUM
tests/rule_coverage.js,17,16,JS-FUNCTION-CONSTRUCTOR,HIGH,JavaScript,"const fn = new Function(""a"", ""b"", ""return a + b;"");",MEDIUM
tests/multilang_rule_coverage.rb,2,1,RUBY-DIGEST-MD5,MEDIUM,Ruby,Digest::MD5.hexdigest(data),MEDIUM
tests/multilang_rule_coverage.rs,7,13,RUST-MD5-COMPUTE,MEDIUM,Rust,let _ = md5::compute(data);,MEDIUM
tests/framework_rule_coverage.js,17,17,ANGULAR-BYPASS-SECURITY-TRUST-HTML,HIGH,Angular,const trusted = sanitizer.bypassSecurityTrustHtml(html);,MEDIUM
tests/multilang_rule_coverage.py,16,1,PYTHON-REQUESTS-VERIFY-FALSE,HIGH,Python,"requests.get(url, verify=False)",MEDIUM
tests/multilang_rule_coverage.rb,4,1,RUBY-OPENSSL-VERIFY-NONE,HIGH,Ruby,OpenSSL::SSL::VERIFY_NONE,MEDIUM
tests/multilang_rule_coverage.php,4,1,PHP-CURL-SSL-VERIFY-FALSE,HIGH,PHP,"curl_setopt($ch, CURLOPT_SSL_VERIFYPEER, false);",MEDIUM
tests/multilang_rule_coverage.php,5,1,PHP-EVAL-EXEC,HIGH,PHP,eval($input);,MEDIUM
tests/multilang_rule_coverage.rs,8,13,RUST-REQWEST-INVALID-CERTS,HIGH,Rust,let _ = reqwest::Client::builder().danger_accept_invalid_certs(true).build();,MEDIUM
tests/multilang_rule_coverage.php,6,1,PHP-INSECURE-HASH,MEDIUM,PHP,md5($data);,MEDIUM
tests/rule_coverage.js,24,1,DOM-XSS-DOCUMENT-WRITE,HIGH,JavaScript,document.write(userInput);,MEDIUM
tests/multilang_rule_coverage.sh,3,1,BASH-WEAK-HASH-COMMAND,MEDIUM,Bash,md5sum file.txt,MEDIUM
tests/multilang_rule_coverage.sh,4,1,BASH-WEAK-HASH-COMMAND,MEDIUM,Bash,sha1sum file.txt,MEDIUM
tests/multilang_rule_coverage.java,6,9,JAVA-RUNTIME-EXEC,HIGH,Java,Runtime.getRuntime().exec(cmd);,MEDIUM
tests/advanced_rule_coverage.js,55,17,ANGULAR-BYPASS-SECURITY-TRUST-URL,HIGH,Angular,const safeUrl = sanitizer.bypassSecurityTrustUrl(userInput);,MEDIUM
tests/multilang_rule_coverage.py,12,1,PYTHON-SUBPROCESS-SHELL-TRUE,HIGH,Python,"subprocess.run(user_input, shell=True)",MEDIUM
tests/rule_coverage.js,27,1,DOM-XSS-INNERHTML-ASSIGN,HIGH,JavaScript,document.body.innerHTML = userInput;,MEDIUM
tests/multilang_rule_coverage.cs,7,9,CSHARP-INSECURE-HASH,MEDIUM,C#,MD5.Create();,MEDIUM
tests/multilang_rule_coverage.py,14,1,PYTHON-UNSAFE-YAML-LOAD,HIGH,Python,yaml.load(data),MEDIUM
tests/multilang_rule_coverage.rb,1,1,RUBY-SYSTEM-CALL,HIGH,Ruby,system(user_input),MEDIUM
tests/rule_coverage.js,6,1,EXPRESS-SESSION-HTTPONLY-FALSE,MEDIUM,Node.js,session({,MEDIUM
tests/sample-vue/main.js,4,1,EXPRESS-SESSION-RESAVE-TRUE,LOW,Express,session({,MEDIUM
tests/rule_coverage.js,6,1,EXPRESS-SESSION-RESAVE-TRUE,LOW,Express,session({,MEDIUM
tests/sample-vue/main.js,4,1,EXPRESS-SESSION-SAVEUNINITIALIZED-TRUE,MEDIUM,Express,session({,MEDIUM
tests/rule_coverage.js,6,1,EXPRESS-SESSION-SAVEUNINITIALIZED-TRUE,MEDIUM,Express,session({,MEDIUM
tests/advanced_rule_coverage.js,100,1,COOKIE-SECURE-FALSE,MEDIUM,Express,"res.cookie('sid', token, { secure: false, httpOnly: true });",MEDIUM
tests/sample-site/app.js,13,1,EXPRESS-SESSION-RESAVE-TRUE,LOW,Express,session({,MEDIUM
tests/sample-site/app.js,13,1,EXPRESS-SESSION-SAVEUNINITIALIZED-TRUE,MEDIUM,Express,session({,MEDIUM
tests/rule_coverage.js,6,1,EXPRESS-SESSION-SECURE-FALSE,MEDIUM,Node.js,session({,MEDIUM
tests/framework_rule_coverage.js,4,1,EXPRESS-SESSION-RESAVE-TRUE,LOW,Express,session({,MEDIUM
tests/advanced_rule_coverage.js,52,1,CORS-WILDCARD-CREDENTIALS,HIGH,Node.js,"cors({ origin: '*', credentials: true });",MEDIUM
tests/sample-site/app.js,13,1,EXPRESS-SESSION-SECURE-FALSE,MEDIUM,Node.js,session({,MEDIUM
tests/multilang_rule_coverage.rb,3,1,RUBY-YAML-LOAD,HIGH,Ruby,YAML.load(data),MEDIUM
tests/framework_rule_coverage.js,4,1,EXPRESS-SESSION-SAVEUNINITIALIZED-TRUE,MEDIUM,Express,session({,MEDIUM
tests/multilang_rule_coverage.cs,6,9,CSHARP-PROCESS-START,HIGH,C#,Process.Start(cmd);,MEDIUM
tests/advanced_rule_coverage.js,91,1,EXPRESS-SESSION-HTTPONLY-FALSE,MEDIUM,Node.js,session({,MEDIUM
tests/advanced_rule_coverage.js,91,1,EXPRESS-SESSION-RESAVE-TRUE,LOW,Express,session({,MEDIUM
tests/advanced_rule_coverage.js,91,1,EXPRESS-SESSION-SAVEUNINITIALIZED-TRUE,MEDIUM,Express,session({,MEDIUM
tests/advanced_rule_coverage.js,91,1,EXPRESS-SESSION-SECURE-FALSE,MEDIUM,Node.js,session({,MEDIUM
tests/advanced_rule_coverage.js,22,7,HARDCODED-SECRET,HIGH,JavaScript,const token = 'header.payload.signature';,MEDIUM
tests/advanced_rule_coverage.js,24,7,HARDCODED-SECRET,HIGH,JavaScript,const apiKey = 'AKIA_TEST_SECRET';,MEDIUM
tests/advanced_rule_coverage.js,40,1,INSECURE-CRYPTO-HASH,MEDIUM,Node.js,crypto.createHash('md5');,HIGH
tests/sample-vue/main.js,11,17,POTENTIAL-POLLUTION-OBJECT-SPREAD,LOW,React,"const state = { ...payload, active: true };",MEDIUM
tests/sample-site/app.js,21,18,POTENTIAL-POLLUTION-OBJECT-SPREAD,LOW,React,"const merged = { ...payload, active: true };",MEDIUM
tests/sample-site/app.js,7,12,XSS-01,HIGH,React,<div dangerouslySetInnerHTML={{ __html: html }} />,MEDIUM
tests/framework_rule_coverage.js,27,5,NEXTJS-DANGEROUSLY-ALLOW-SVG,MEDIUM,Next.js,dangerouslyAllowSVG: true,MEDIUM
tests/advanced_rule_coverage.js,41,7,INSECURE-RANDOM-TOKEN,MEDIUM,JavaScript,const sessionId = Math.random().toString(36);,MEDIUM
tests/advanced_rule_coverage.js,42,7,INSECURE-RANDOM-TOKEN,MEDIUM,JavaScript,const resetToken = Math.random().toString(36).slice(2);,MEDIUM
tests/advanced_rule_coverage.js,43,7,INSECURE-RANDOM-TOKEN,MEDIUM,JavaScript,const csrfToken = 'csrf_' + Math.random().toString(36);,MEDIUM
tests/advanced_rule_coverage.js,45,1,INSECURE-RANDOM-TOKEN,MEDIUM,JavaScript,accessToken = 'bearer_' + Math.random().toString(36);,MEDIUM
tests/advanced_rule_coverage.js,38,1,JWT-DECODE-ONLY,HIGH,Node.js,jwt.decode(token);,MEDIUM
tests/advanced_rule_coverage.js,39,29,JWT-ALG-NONE,CRITICAL,Node.js,"jwt.verify(token, secret, { algorithms: ['none'] });",MEDIUM
tests/rule_coverage.js,30,12,JS-STRING-TIMER-EXEC,MEDIUM,JavaScript,"setTimeout(""console.log('timer string')"", 1000);",MEDIUM
tests/advanced_rule_coverage.js,98,1,JWT-VERIFY-IGNORE-EXPIRATION,MEDIUM,Node.js,"jwt.verify(token, secret, { ignoreExpiration: true });",MEDIUM
tests/advanced_rule_coverage.js,62,9,NEXTJS-REMOTE-PATTERN-WILDCARD,MEDIUM,Next.js,{ hostname: '*' },MEDIUM
tests/advanced_rule_coverage.js,48,14,NOSQL-OPERATOR-INJECTION,HIGH,Node.js,"users.find({ '$where': userInput, username: { '$regex': userInput } });",MEDIUM
tests/advanced_rule_coverage.js,48,47,NOSQL-OPERATOR-INJECTION,HIGH,Node.js,"users.find({ '$where': userInput, username: { '$regex': userInput } });",MEDIUM
tests/advanced_rule_coverage.js,37,1,OPEN-REDIRECT-LOCATION-ASSIGN,MEDIUM,JavaScript,window.location.href = userInput;,MEDIUM
tests/advanced_rule_coverage.js,36,1,OPEN-REDIRECT-RESPONSE,MEDIUM,Node.js,res.redirect(userInput);,MEDIUM
tests/advanced_rule_coverage.js,99,1,OPEN-REDIRECT-WINDOW-OPEN,MEDIUM,JavaScript,"window.open(userInput, '_blank');",MEDIUM
tests/advanced_rule_coverage.js,34,1,PATH-TRAVERSAL-FS-READ,HIGH,Node.js,fs.readFileSync(req.body.path);,MEDIUM
tests/advanced_rule_coverage.js,35,1,PATH-TRAVERSAL-SEND-FILE,HIGH,Node.js,res.sendFile(req.body.path);,MEDIUM
tests/advanced_rule_coverage.js,112,13,REACT-UNSAFE-URL-PROP,MEDIUM,React,"return <a href=""javascript:alert('xss')"">Click me</a>;",MEDIUM
tests/advanced_rule_coverage.js,53,1,SHELL-WRAPPER-EXEC,CRITICAL,Node.js,shelljs.exec(userInput);,MEDIUM
tests/advanced_rule_coverage.js,54,1,SHELL-WRAPPER-EXEC,CRITICAL,Node.js,execa(userInput);,MEDIUM
tests/advanced_rule_coverage.js,47,1,SQL-RAW-QUERY,HIGH,Node.js,db.query('SELECT * FROM users WHERE id = ' + userInput);,MEDIUM
tests/advanced_rule_coverage.js,101,1,SQL-RAW-QUERY,HIGH,Node.js,db.query(`SELECT * FROM users WHERE id = '${userInput}'`);,MEDIUM
tests/advanced_rule_coverage.js,101,1,SQL-TEMPLATE-LITERAL-QUERY,HIGH,Node.js,db.query(`SELECT * FROM users WHERE id = '${userInput}'`);,MEDIUM
tests/framework_rule_coverage.js,21,26,VUE-RENDER-INNERHTML,HIGH,Vue,"const vnode = h('div', { innerHTML: html });",MEDIUM
tests/advanced_rule_coverage.js,31,1,SSRF-AXIOS,HIGH,JavaScript,axios.get(userInput);,MEDIUM
tests/test.js,16,19,POTENTIAL-POLLUTION-OBJECT-SPREAD,LOW,React,"const profile = { ...payload, role: 'reader' };",MEDIUM
tests/advanced_rule_coverage.js,30,1,SSRF-FETCH,HIGH,JavaScript,fetch(userInput);,MEDIUM
tests/advanced_rule_coverage.js,32,1,SSRF-HTTP-REQUEST,HIGH,Node.js,http.request(userInput);,MEDIUM
tests/advanced_rule_coverage.js,33,1,SSRF-HTTP-REQUEST,HIGH,Node.js,https.get(userInput);,MEDIUM
tests/advanced_rule_coverage.js,49,1,TEMPLATE-INJECTION-COMPILE,HIGH,Node.js,Handlebars.compile(userInput);,MEDIUM
tests/test.js,9,18,XSS-01,HIGH,React,<div dangerouslySetInnerHTML={{ __html: rawHTMLContent }} />,MEDIUM
tests/advanced_rule_coverage.js,75,3,TLS-REJECT-UNAUTHORIZED-FALSE,HIGH,Node.js,rejectUnauthorized: false,MEDIUM
tests/advanced_rule_coverage.js,102,1,UNSAFE-DESERIALIZATION-CALL,HIGH,Node.js,serialize.unserialize(userInput);,MEDIUM
